pid,sol_name,submit_res,extra_submit_res
153,6.py,True,True
153,7.py,False,False
153,8.py,True,True
153,9.py,False,False
154,0.py,True,False
154,1.py,True,False
154,2.py,True,False
154,3.py,True,False
154,4.py,True,False
154,5.py,True,False
154,6.py,True,False
154,7.py,True,False
154,8.py,True,False
154,9.py,True,False
155,0.py,True,True
155,1.py,True,True
155,2.py,True,True
155,3.py,True,True
155,4.py,True,True
155,5.py,True,True
155,6.py,True,True
155,7.py,True,True
155,8.py,True,True
155,9.py,True,True
157,0.py,True,False
157,1.py,True,False
157,2.py,True,False
157,3.py,True,False
157,4.py,True,True
157,5.py,True,False
157,6.py,True,False
157,7.py,True,False
157,8.py,True,False
157,9.py,True,False
158,0.py,True,False
158,1.py,True,False
158,2.py,True,True
158,3.py,True,False
158,4.py,True,False
158,5.py,True,False
158,6.py,True,False
158,7.py,True,False
158,8.py,True,False
158,9.py,True,False
159,0.py,True,False
159,1.py,True,False
159,2.py,True,False
159,3.py,False,False
159,4.py,True,False
159,5.py,True,False
159,6.py,False,False
159,7.py,True,False
159,8.py,True,False
159,9.py,True,True
160,0.py,False,False
160,1.py,False,False
160,2.py,False,False
160,3.py,False,False
160,4.py,True,True
160,5.py,False,False
160,6.py,False,False
160,7.py,True,True
160,8.py,False,False
160,9.py,True,True
161,0.py,True,True
161,1.py,True,True
161,2.py,True,True
161,3.py,True,True
161,4.py,True,True
161,5.py,True,True
161,6.py,True,True
161,7.py,True,True
161,8.py,True,True
161,9.py,True,True
162,0.py,True,True
162,1.py,True,False
162,2.py,True,False
162,3.py,True,True
162,4.py,True,True
162,5.py,True,True
162,6.py,True,False
162,7.py,True,True
162,8.py,True,False
162,9.py,True,False
163,0.py,False,False
163,1.py,False,False
163,2.py,False,False
163,3.py,False,False
163,4.py,False,False
163,5.py,False,False
163,6.py,False,False
163,7.py,False,False
163,8.py,False,False
163,9.py,False,False
