task_id,sol_name,submit_res
HumanEval_110,sol8,True
HumanEval_110,sol9,True
HumanEval_111,sol0,True
HumanEval_111,sol1,True
HumanEval_111,sol2,True
HumanEval_111,sol3,True
HumanEval_111,sol4,True
HumanEval_111,sol5,True
HumanEval_111,sol6,True
HumanEval_111,sol7,True
HumanEval_111,sol8,True
HumanEval_111,sol9,True
HumanEval_112,sol0,True
HumanEval_112,sol1,True
HumanEval_112,sol2,True
HumanEval_112,sol3,True
HumanEval_112,sol4,True
HumanEval_112,sol5,True
HumanEval_112,sol6,True
HumanEval_112,sol7,True
HumanEval_112,sol8,True
HumanEval_112,sol9,True
HumanEval_113,sol0,False
HumanEval_113,sol1,False
HumanEval_113,sol2,False
HumanEval_113,sol3,False
HumanEval_113,sol4,False
HumanEval_113,sol5,False
HumanEval_113,sol6,False
HumanEval_113,sol7,False
HumanEval_113,sol8,False
HumanEval_113,sol9,False
HumanEval_114,sol0,True
HumanEval_114,sol1,True
HumanEval_114,sol2,True
HumanEval_114,sol3,True
HumanEval_114,sol4,True
HumanEval_114,sol5,True
HumanEval_114,sol6,True
HumanEval_114,sol7,False
HumanEval_114,sol8,True
HumanEval_114,sol9,True
HumanEval_115,sol0,True
HumanEval_115,sol1,False
HumanEval_115,sol2,True
HumanEval_115,sol3,True
HumanEval_115,sol4,True
HumanEval_115,sol5,True
HumanEval_115,sol6,False
HumanEval_115,sol7,False
HumanEval_115,sol8,True
HumanEval_115,sol9,False
HumanEval_116,sol0,False
HumanEval_116,sol1,False
HumanEval_116,sol2,True
HumanEval_116,sol3,False
HumanEval_116,sol4,True
HumanEval_116,sol5,False
HumanEval_116,sol6,True
HumanEval_116,sol7,True
HumanEval_116,sol8,True
HumanEval_116,sol9,True
HumanEval_117,sol0,True
HumanEval_117,sol1,True
HumanEval_117,sol2,True
HumanEval_117,sol3,True
HumanEval_117,sol4,True
HumanEval_117,sol5,True
HumanEval_117,sol6,True
HumanEval_117,sol7,True
HumanEval_117,sol8,True
HumanEval_117,sol9,True
HumanEval_118,sol0,True
HumanEval_118,sol1,False
HumanEval_118,sol2,True
HumanEval_118,sol3,True
HumanEval_118,sol4,True
HumanEval_118,sol5,True
HumanEval_118,sol6,False
HumanEval_118,sol7,True
HumanEval_118,sol8,True
HumanEval_118,sol9,True
HumanEval_119,sol0,True
HumanEval_119,sol1,True
HumanEval_119,sol2,True
HumanEval_119,sol3,True
HumanEval_119,sol4,True
HumanEval_119,sol5,True
HumanEval_119,sol6,True
HumanEval_119,sol7,True
HumanEval_119,sol8,True
HumanEval_119,sol9,True
HumanEval_120,sol0,True
HumanEval_120,sol1,True
HumanEval_120,sol2,False
HumanEval_120,sol3,True
HumanEval_120,sol4,False
HumanEval_120,sol5,False
HumanEval_120,sol6,False
HumanEval_120,sol7,False
HumanEval_120,sol8,False
HumanEval_120,sol9,False
HumanEval_121,sol0,False
HumanEval_121,sol1,True
HumanEval_121,sol2,True
HumanEval_121,sol3,False
HumanEval_121,sol4,False
HumanEval_121,sol5,True
HumanEval_121,sol6,False
HumanEval_121,sol7,False
HumanEval_121,sol8,False
HumanEval_121,sol9,False
HumanEval_122,sol0,False
HumanEval_122,sol1,False
HumanEval_122,sol2,True
HumanEval_122,sol3,True
HumanEval_122,sol4,True
HumanEval_122,sol5,False
HumanEval_122,sol6,False
HumanEval_122,sol7,True
HumanEval_122,sol8,False
HumanEval_122,sol9,False
HumanEval_123,sol0,True
HumanEval_123,sol1,True
HumanEval_123,sol2,False
HumanEval_123,sol3,True
HumanEval_123,sol4,True
HumanEval_123,sol5,True
HumanEval_123,sol6,True
HumanEval_123,sol7,False
HumanEval_123,sol8,True
HumanEval_123,sol9,False
HumanEval_124,sol0,True
HumanEval_124,sol1,True
HumanEval_124,sol2,True
HumanEval_124,sol3,True
HumanEval_124,sol4,True
HumanEval_124,sol5,True
HumanEval_124,sol6,True
HumanEval_124,sol7,True
HumanEval_124,sol8,True
HumanEval_124,sol9,True
HumanEval_125,sol0,False
HumanEval_125,sol1,True
HumanEval_125,sol2,False
HumanEval_125,sol3,False
HumanEval_125,sol4,False
HumanEval_125,sol5,False
HumanEval_125,sol6,False
HumanEval_125,sol7,False
HumanEval_125,sol8,False
HumanEval_125,sol9,False
HumanEval_126,sol0,False
HumanEval_126,sol1,True
HumanEval_126,sol2,True
HumanEval_126,sol3,False
HumanEval_126,sol4,False
HumanEval_126,sol5,False
HumanEval_126,sol6,False
HumanEval_126,sol7,False
HumanEval_126,sol8,False
HumanEval_126,sol9,False
HumanEval_127,sol0,True
HumanEval_127,sol1,True
HumanEval_127,sol2,True
HumanEval_127,sol3,True
HumanEval_127,sol4,True
HumanEval_127,sol5,True
HumanEval_127,sol6,True
HumanEval_127,sol7,False
HumanEval_127,sol8,True
HumanEval_127,sol9,True
HumanEval_128,sol0,True
HumanEval_128,sol1,True
HumanEval_128,sol2,True
HumanEval_128,sol3,True
HumanEval_128,sol4,False
HumanEval_128,sol5,False
HumanEval_128,sol6,True
HumanEval_128,sol7,True
HumanEval_128,sol8,True
HumanEval_128,sol9,True
HumanEval_130,sol0,False
HumanEval_130,sol1,False
HumanEval_130,sol2,False
HumanEval_130,sol3,False
HumanEval_130,sol4,False
HumanEval_130,sol5,False
HumanEval_130,sol6,False
HumanEval_130,sol7,False
HumanEval_130,sol8,False
HumanEval_130,sol9,False
HumanEval_131,sol0,True
HumanEval_131,sol1,True
HumanEval_131,sol2,True
HumanEval_131,sol3,True
HumanEval_131,sol4,True
HumanEval_131,sol5,True
HumanEval_131,sol6,True
HumanEval_131,sol7,True
HumanEval_131,sol8,True
HumanEval_131,sol9,True
HumanEval_132,sol0,False
HumanEval_132,sol1,True
HumanEval_132,sol2,False
HumanEval_132,sol3,False
HumanEval_132,sol4,True
HumanEval_132,sol5,False
HumanEval_132,sol6,True
HumanEval_132,sol7,True
HumanEval_132,sol8,False
HumanEval_132,sol9,False
HumanEval_134,sol0,False
HumanEval_134,sol1,True
HumanEval_134,sol2,True
HumanEval_134,sol3,False
HumanEval_134,sol4,True
HumanEval_134,sol5,True
HumanEval_134,sol6,True
HumanEval_134,sol7,True
HumanEval_134,sol8,True
HumanEval_134,sol9,True
HumanEval_135,sol0,True
HumanEval_135,sol1,False
HumanEval_135,sol2,True
HumanEval_135,sol3,True
HumanEval_135,sol4,True
HumanEval_135,sol5,True
HumanEval_135,sol6,True
HumanEval_135,sol7,True
HumanEval_135,sol8,True
HumanEval_135,sol9,False
HumanEval_136,sol0,True
HumanEval_136,sol1,True
HumanEval_136,sol2,True
HumanEval_136,sol3,True
HumanEval_136,sol4,True
HumanEval_136,sol5,True
HumanEval_136,sol6,True
HumanEval_136,sol7,True
HumanEval_136,sol8,True
HumanEval_136,sol9,True
HumanEval_137,sol0,False
HumanEval_137,sol1,True
HumanEval_137,sol2,False
HumanEval_137,sol3,True
HumanEval_137,sol4,False
HumanEval_137,sol5,False
HumanEval_137,sol6,False
HumanEval_137,sol7,False
HumanEval_137,sol8,False
HumanEval_137,sol9,False
HumanEval_138,sol0,False
HumanEval_138,sol1,True
HumanEval_138,sol2,False
HumanEval_138,sol3,True
HumanEval_138,sol4,True
HumanEval_138,sol5,True
HumanEval_138,sol6,True
HumanEval_138,sol7,True
HumanEval_138,sol8,True
HumanEval_138,sol9,True
HumanEval_139,sol0,True
HumanEval_139,sol1,True
HumanEval_139,sol2,True
HumanEval_139,sol3,True
HumanEval_139,sol4,True
HumanEval_139,sol5,True
HumanEval_139,sol6,True
HumanEval_139,sol7,True
HumanEval_139,sol8,True
HumanEval_139,sol9,True
HumanEval_140,sol0,False
HumanEval_140,sol1,False
HumanEval_140,sol2,False
HumanEval_140,sol3,True
HumanEval_140,sol4,False
HumanEval_140,sol5,False
HumanEval_140,sol6,False
HumanEval_140,sol7,False
HumanEval_140,sol8,False
HumanEval_140,sol9,False
HumanEval_141,sol0,True
HumanEval_141,sol1,True
HumanEval_141,sol2,True
HumanEval_141,sol3,True
HumanEval_141,sol4,True
HumanEval_141,sol5,True
HumanEval_141,sol6,True
HumanEval_141,sol7,True
HumanEval_141,sol8,True
HumanEval_141,sol9,True
HumanEval_142,sol0,False
HumanEval_142,sol1,True
HumanEval_142,sol2,True
HumanEval_142,sol3,True
HumanEval_142,sol4,True
HumanEval_142,sol5,True
HumanEval_142,sol6,True
HumanEval_142,sol7,True
HumanEval_142,sol8,True
HumanEval_142,sol9,True
HumanEval_143,sol0,True
HumanEval_143,sol1,True
HumanEval_143,sol2,True
HumanEval_143,sol3,True
HumanEval_143,sol4,True
HumanEval_143,sol5,True
HumanEval_143,sol6,True
HumanEval_143,sol7,True
HumanEval_143,sol8,True
HumanEval_143,sol9,True
HumanEval_144,sol0,True
HumanEval_144,sol1,True
HumanEval_144,sol2,True
HumanEval_144,sol3,True
HumanEval_144,sol4,True
HumanEval_144,sol5,True
HumanEval_144,sol6,True
HumanEval_144,sol7,True
HumanEval_144,sol8,True
HumanEval_144,sol9,True
HumanEval_146,sol0,True
HumanEval_146,sol1,True
HumanEval_146,sol2,True
HumanEval_146,sol3,True
HumanEval_146,sol4,True
HumanEval_146,sol5,True
HumanEval_146,sol6,True
HumanEval_146,sol7,True
HumanEval_146,sol8,True
HumanEval_146,sol9,True
HumanEval_147,sol0,True
HumanEval_147,sol1,False
HumanEval_147,sol2,True
HumanEval_147,sol3,True
HumanEval_147,sol4,True
HumanEval_147,sol5,False
HumanEval_147,sol6,True
HumanEval_147,sol7,True
HumanEval_147,sol8,False
HumanEval_147,sol9,True
HumanEval_148,sol0,True
HumanEval_148,sol1,True
HumanEval_148,sol2,True
HumanEval_148,sol3,True
HumanEval_148,sol4,True
HumanEval_148,sol5,True
HumanEval_148,sol6,True
HumanEval_148,sol7,True
HumanEval_148,sol8,True
HumanEval_148,sol9,True
HumanEval_149,sol0,True
HumanEval_149,sol1,True
HumanEval_149,sol2,True
HumanEval_149,sol3,True
HumanEval_149,sol4,True
HumanEval_149,sol5,True
HumanEval_149,sol6,True
HumanEval_149,sol7,True
HumanEval_149,sol8,True
HumanEval_149,sol9,True
HumanEval_150,sol0,True
HumanEval_150,sol1,True
HumanEval_150,sol2,True
HumanEval_150,sol3,True
HumanEval_150,sol4,True
HumanEval_150,sol5,True
HumanEval_150,sol6,True
HumanEval_150,sol7,True
HumanEval_150,sol8,True
HumanEval_150,sol9,False
HumanEval_151,sol0,True
HumanEval_151,sol1,True
HumanEval_151,sol2,True
HumanEval_151,sol3,True
HumanEval_151,sol4,True
HumanEval_151,sol5,True
HumanEval_151,sol6,True
HumanEval_151,sol7,True
HumanEval_151,sol8,True
HumanEval_151,sol9,True
HumanEval_152,sol0,True
HumanEval_152,sol1,True
HumanEval_152,sol2,True
HumanEval_152,sol3,True
HumanEval_152,sol4,True
HumanEval_152,sol5,True
HumanEval_152,sol6,True
HumanEval_152,sol7,True
HumanEval_152,sol8,True
HumanEval_152,sol9,True
HumanEval_153,sol0,True
HumanEval_153,sol1,True
HumanEval_153,sol2,False
HumanEval_153,sol3,False
HumanEval_153,sol4,False
HumanEval_153,sol5,True
HumanEval_153,sol6,True
HumanEval_153,sol7,False
HumanEval_153,sol8,True
HumanEval_153,sol9,False
HumanEval_154,sol0,True
HumanEval_154,sol1,True
HumanEval_154,sol2,True
HumanEval_154,sol3,True
HumanEval_154,sol4,True
HumanEval_154,sol5,True
HumanEval_154,sol6,True
HumanEval_154,sol7,True
HumanEval_154,sol8,True
HumanEval_154,sol9,True
HumanEval_155,sol0,True
HumanEval_155,sol1,True
HumanEval_155,sol2,True
HumanEval_155,sol3,True
HumanEval_155,sol4,True
HumanEval_155,sol5,True
HumanEval_155,sol6,True
HumanEval_155,sol7,True
HumanEval_155,sol8,True
HumanEval_155,sol9,True
HumanEval_157,sol0,True
HumanEval_157,sol1,True
HumanEval_157,sol2,True
HumanEval_157,sol3,True
HumanEval_157,sol4,True
HumanEval_157,sol5,True
HumanEval_157,sol6,True
HumanEval_157,sol7,True
HumanEval_157,sol8,True
HumanEval_157,sol9,True
HumanEval_158,sol0,True
HumanEval_158,sol1,True
HumanEval_158,sol2,True
HumanEval_158,sol3,True
HumanEval_158,sol4,True
HumanEval_158,sol5,True
HumanEval_158,sol6,True
HumanEval_158,sol7,True
HumanEval_158,sol8,True
HumanEval_158,sol9,True
HumanEval_159,sol0,True
HumanEval_159,sol1,True
HumanEval_159,sol2,True
HumanEval_159,sol3,False
HumanEval_159,sol4,True
HumanEval_159,sol5,True
HumanEval_159,sol6,False
HumanEval_159,sol7,True
HumanEval_159,sol8,True
HumanEval_159,sol9,True
HumanEval_160,sol0,False
HumanEval_160,sol1,False
HumanEval_160,sol2,False
HumanEval_160,sol3,False
HumanEval_160,sol4,True
HumanEval_160,sol5,False
HumanEval_160,sol6,False
HumanEval_160,sol7,True
HumanEval_160,sol8,False
HumanEval_160,sol9,True
HumanEval_161,sol0,True
HumanEval_161,sol1,True
HumanEval_161,sol2,True
HumanEval_161,sol3,True
HumanEval_161,sol4,True
HumanEval_161,sol5,True
HumanEval_161,sol6,True
HumanEval_161,sol7,True
HumanEval_161,sol8,True
HumanEval_161,sol9,True
HumanEval_162,sol0,True
HumanEval_162,sol1,True
HumanEval_162,sol2,True
HumanEval_162,sol3,True
HumanEval_162,sol4,True
HumanEval_162,sol5,True
HumanEval_162,sol6,True
HumanEval_162,sol7,True
HumanEval_162,sol8,True
HumanEval_162,sol9,True
HumanEval_163,sol0,False
HumanEval_163,sol1,False
HumanEval_163,sol2,False
HumanEval_163,sol3,False
HumanEval_163,sol4,False
HumanEval_163,sol5,False
HumanEval_163,sol6,False
HumanEval_163,sol7,False
HumanEval_163,sol8,False
HumanEval_163,sol9,False
